essay_id,split,text,true_score,deberta_pred,concreteness,specificity,emotional_salience,personal_experience_salience,narrative_event_density
6622,validation,"If humans were to use this technology, who is to say we would not advance it, and take it much further. That could be problomatic. Reading someones facial features could be a good thing, but also a horrible mistake.

If we were to use FACS in a school setting, it could be used to show if someone is lying or cheating, because it would read their expressions. Then what would happen would be that students may try to cover the senser or camera to block the machine, making it outright pointless. Not to mention, it would be ripping the users confidentiality away from them as it may record what the user does to more easily tell their emotions. Now it recording the emotions is not bad, but the people who could get their hands on it are. It does state in the text "" 'The facial expressions for each emotion are universal.' "" This may be true, but if that is the case, why cant we just read emotions ourselevs, instead of making a robot do it for us.

There is nothing wrong with asking if someone is sad or mad, but there is someting wrong with telling them how they feel. If compaired to anyone who makes the same expressions, how are we to be certin that they are our emotions, and not someone elses. Yes we all frown, and we all smile, but; what if some of our ways to show our smile are different, then it may be computed incorrectly, causing someone or something to go wrong when using this program. This is why we should not use FACS in any place. It just rips away our own thoughts, replacing them with a genric persons emotions.",3.0,2.9338064193725586,-0.7352381886475156,-0.7421953788387247,0.17952557994116772,1.1564228098618015,0.10492865584136933
3435,validation,"In the excerpt ¨The Challenge of Exploring Venus,¨ the author makes many claims as to why exploring Venus is important despite the risks. The author supports this idea by giving examples as to how this exploration will expand our knowledge of our own planet and how it will advance space technology.

The first claim the author makes that supports the idea that studying Venus is worth it despite the risks is how alike Venus once was to Earth. In the second paragraph, it states, ¨Venus is the closest planet to Earth in terms of density and size, and occasionally the closest in distance too.¨ In the fourth paragraph it states ¨Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth...¨ Studying these features that are found on Venus could greatly benefit the human race and their knowledge about our own planet and the solar system around us. Furthermore, since Venus can ¨sometimes be our nearest option for a planetary visit,¨ it is important to explore the planet as a possible way to expand the footprint of mankind.

The second claim made by the author that supports the suggestion is that exploring Venus will require an expansion of our technological capabilities when it comes to spacecrafts. In the fifth paragraph, the author states that since the conditons on Venus are so harsh, NASA wolud need to develop a new device that ¨would allow scientists to float above the fray.¨ Since something like this has yet to be developed, the exploration of Venus would require mankind to create new technology. In the sixth paragraph, it is stated that ¨many researchers are working on innovations that would allow machines to last long enough to contribute meaningfully to our knowledge of Venus,¨ which further supports the point that the exploration of Venus will improve our technology.

Through the claims that exploring Venus will advance our knowledge and astronomical technology, it is clear that the author believes studying Venus is a worthy persuit despite the dangers it presents. After all, the author states that we should think of these risks as nothing more than just challenges.",4.0,3.633950710296631,-0.9614066977293524,-1.1088110289708069,-0.45486040989378934,0.6868235787195844,-0.11245589693839436
23715,validation,"Dear senater ,

I know befor you were senator you voted just like us and you know how frustrating it can be somethings. The Electoral Collage sould be discarted and Presidents of the united states should be elected by popular vote. If we do the popular vote it will be more efficent and be easier to keep track of. We have to do it because The Electoral collage it's failed to elect a President , the masses (the people) don't get to pick the president, and its outdated.

Firstly, we need to abolish the electoral collage because it has failed to elect a President in the past. In the case of a tie in electoral votes it would be the task of the house of representatives the elect a president and the way they elect the presidnt is worse then the electoral collage. even thought and exact tie in the predidental elections has not occored so the catostrify of the house of representatives electing the presisdent has not happen yet ,but it is entirly  possible.

Secondly, we need to abolissh the Electoral collage because the masses (the people) don't get to the president. In the  electoral collage usage of the system resalts in the

People electing the electors ,to elect the president. And in this system the eletors can pull a switcharoo and vote for the other canadent if they so please, to betray the people by doing so. allthought its system has worked scince the founding of our country ,it is still quirky and disfunctionable at times. the electoral collage allows the electors to do as they please if a elector for florida promises to pick one president and gets all the votes to got to the electoral collage he can choose the Other canadent because his freind wanted him to. how stupid is that!

Thirdly, we need to abloish the electoral collage because it is outdated. in our day and time we have smart phones and aindroids that we can use to vote for the president in the peoples choice. there could be a web site that you can go on to submit your election and at the end of the election the compuster can tally us the number of votes to the exact amount so it would be the peoples choice. its  also outdated becouse we dont need one or a few guys to be sent somewhere to cast the vote of the people , we have so mmusch advanced technology that we can have any legal person who wants to vote can and actually have there vote matter insted of what the elector pick so it matters to those few poeple instead of every single person in america.

In conclusion, we need to abolish the electoral collage because it can fail to elect a president(which is almost did in 1960), the masses (the people) can't elect the president(they have to elect the electers to elect the president, and also is is very outdated. in my opion, we should also consiter tweking the electoral callage instead of just getting rid of it.",4.0,3.2624058723449707,-0.7074631085848351,-0.6971724042611027,-0.09871388928469259,0.6276985800104533,-0.6857022392328529
16526,validation,"The furture of cars in coming. Soon people won't even have to worry about a license and taking drivers ed. People will be riding in driverless cars that will take them anywhere by road.

Driverless cars are going to be a good thing. Now people won't have to worry about going and stopping at a gas station to pay with there own money. These taxis or cars are going to use half the amount of gas as normal cars use today. With these cars so good on gas we won't have to stop and get gas in such a short amount of time like we used to. Now we can just sit down, relax, and enjoy the ride.

These new cars will be better for the earth as well. These cars won't release as much green house gases to hurt the atmosphere. These cars could lead to many advances in technology like being able to use the sensors that are used on a car to put in securoty systems. Maybe they could put these sensors in airplanes and other kinds of automotives. The world would be a much better place with driverless cars.

Without people driving the cars, there won't be as many accidents and deaths each year. Every year there are so many deaths that occur because of car accidents. This would lower the amount of deaths by a lot because many of the car accidents that happen are because of human fault. A lot of them are also from drinking and driving. Since these taxis would be using sensors and this new technology, the cars would just do all the hardwork for us.

The driverless cars are going to be in the future and they are going to make the future bright. technology is just getting started and this is just one of the amazing ideas people have came up with. These driverless cars are just going to be one great invention in the future.",2.0,3.102560043334961,0.4329532848669302,-0.7859201811480606,-0.45486040989378934,-0.5745647563254348,-0.5102030564372387
6771,validation,"""Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable"". Yes, I do thing using this ""Facial Action Coding System"" is valuble and it could help alot in classrooms and it is a new way of learning. The technology behind this is the computer uses a type of formula to see what muscles are being used more and see how much wieght is being used on every muscle.

Lets all be honest here! I know im not the only one who gets bored or off topic when im learning a new thing or two in class. Or even in genral like if you wanted to learn something new just on your own and you watched videos and go through diffrent web sites to figure it out. But while your doing all an add pops up all of a suddon and it carries you away from what your doing. Lets say if the lesson your trying to learn is in bright colors or in a game format and it really has your attention. Would you then click on the add? Im pretty sure you wouldn't.

Usally in class I even get bored with topic we are on and i may zone out at times and the reason is that the things we learn about arn't really eye opening topics. Like i usally dont want to learn about them but if teachers/computers mixed it up a little and made it fun then that would help me and alot of other students out way more.For example ""A classroom computer could recognize when a student is becoming confused or bored"" ""Then it could modify the lesson, like an effective human Instructor"". The computer may add some bright colors to the lesson or make it into a type of mystery game that makes you find out what your learning through the game. That would make it so much better to learn the lesson and us student would be more intrested in the lesson.

This technology may not be for everyone.Some people may be ok with the normal old boring way of learning and that may be the best way for them to learn new things. Other people may think that there are workers watching what they do on the other side of the computer. Such as the ""FBI"" becasue people have been reporting things like that and they may not trust this new process.

Honestly other that i think that this is a great idea and we should try this out sometime in the future. It will be a very helpfull piece of technology for the new ways people learn.",3.0,3.40444016456604,0.1838509834235114,-0.6446997883640461,-0.053314992152117574,0.2849204819042232,0.049366227353432865
21547,validation,"Have you ever realized how driving everywhere isn't always the best way to get places? Well, there are a few advantages of limiting car usage for fellow citizens. Think about it, cars aren't all that great, yeah they get you to your destination much faster than, let's say walking or maybe even riding a bike, but that isn't always a good thing. Bikes and walking are so much easier than driving everywhere because in order to drive to your destination you must have gasoline in your vehicle. If you were to walk to your specific destination you will not only get excercise but you can also walk with a friend, it will give you time to hang out with others and be social! Limiting car usage will also limit the amount of accidents on the roads everyday. It will end the ""texting and driving"" situation throughout the streets. The less people driving the safer the ones that do drive will be. People don't realize what cars do that are bad, all of us only see the good in vehicles because we don't want to have to push ourselves to change for the better.

Oh my! $2.56 for a gallon of gasoline will add up very quickly! That isn't the only gasoline that is affecting people either, there is also greenhouse gas from cars driving by. ""And that, experts say, is a huge impediment to current efforts to drastically reduce greenhouse gas emisions from tailpipes..."" (Source 1: In German Suburb, Life Goes On Without Cars (IGS) Paragraph 5 Line 3-4). The greenhouse gas percentage has gotten very high going from Europe to the United States, it is getting quite out of hand if you ask me. ""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe... and up to 50 percent in some car-intensive areas in the United States."" (Source 1 (IGS) Paragraph 5 Lines 4-6). Prices on gasoline stand very high now a days and it is bringing people downhill because the higher the price the less money they begin to have until they can't go out anymore. In result to trying to solve the pollution of gasoline problem the fined who ever it was that was causing the situation. ""Almost 4,000 drivers were fined, according to Reuters... [Twenty-seven] people had their cars impounded for their reaction to the fine."" (Source 2: Paris bans driving due to smog (PBDS) Paragraph 12 Lines 1-3). I believe that every country, state and city should take at least one day out of the year and make it a no driving day. ""After days of near-record pollution, Paris enforced a partial driving ban to clear the air of the global city."" (Source 2: (PBDS) Paragraph 10 Lines 1-2). If we do the same as Paris we can clear the air and not worry about the pollution as much but there are still other disadvantages for car usage.

Lifting weights? Joining a gym? Those are all good ways to get your excercise but really you could just get in the habit of walking to wear you need to go and get more excercise than you would in the gym. ""While there have been efforts in the past two decades to make cities denser, and better for walking, planners are now taking the concept to the suburbs."" (Source 1 (IGS) Paragraph 6 Lines 1-3). Making the cities denser will mean that the citizens who live in them can walk to the stores and resturaunts down the street instead of driving. ""In this new approach, stores are placed a walk away, on a main street, rather than in malls along some distant highway."" (Source 1 (IGS) Paragraph 6 Lines 8-10). Not to mention the traffic while driving! Walking to your destination will make getting places so much more afficient because you won't have to be late to a meeting or even work at that matter if it is walking distance. ""Congestion (car traffic) was down 60 percent in the capital of France, after five days of intensifying smog..."" (Source 2: (PBDS) Paragraph 14 Lines 1-2). If there are less cars on the street and more people on the sidewalks, the world wouldn't be so gloomy. No one is social anymore, they don't care for others they only care for themselves and that is very wrong. If the limit of car usage decreases, the more people will want to walk and be social with others.

Watch out for that....! *crash!* Safety is so important when you are driving, accidents happen so quickly and if you aren't careful it could be you. This is another reason why limiting car usage is a rather good idea because it will cause accidents to happen less often than they do now. Car accidents happen everyday, maybe to a complete stranger or to someone you know, either way walking is safer. ""In a program that's set to spread to other countries, millions of Columbians hiked, biked, skated or took buses to work during a car-free day yesterday, leaving the streets of this capital city eerily devoid of traffic jams."" (Source 3: Car-free day is spinning into a big hit in Bogota (CFDB) Paragraph 20 Lines 1-4). Walking to places is more, what's the word I'm looking for..? Oh! Walking is more social and safe, if you took one whole day without using your car, you could walk and as others catch on to why you are walking they will begin to walk along with you and you will develop the idea that walking is more fun and safe than driving. ""Parks and sports centers also have bloomed throughout the city; uneven, pitted sidewalks have been replaces by broad, smooth sidewalks; rush hour restrictions have dramatically cut traffic; and new resturaunts and upscale shopping districts have cropped up."" (Source 3: (PBDS) Paragraph 28 Lines 1-4). More people will begin to go out and walk for fun after getting in the habit of going with you and you can enjoy the world so much more knowing that the air isn't being as polluting and there won't be a many car accidents. You will save yourself and whoever follows through with you to limit the usage or cars and other vehicles.

Get a few of your friends together and go for a bike ride to the mall! There are some advantages of limiting car usage. Being in your car, whether it be alone or with others, is quite boring. You get to places very quickly but also don't have the experience that you could if you try something different. Try walking to the mall or a resturaunt not so close to you and bring some of your friends, see if you have more of a good time walking than you would driving. Driving is too expensive, you need to pay insurance to drive as well as paying to get gasoline. ""With all these changes, people who stopped car commuting as a result of the recession may find less reason to resume the habit."" (Source 4: The End Of Car Culture (TEOC) Paragraph 36 Lines 1-2). People are beginning to realize that cars are not all that great and don't do good for the world, they pollute the air we breathe. The less people to drive the better our cities will be, they will start to have less pollution in the air, less car accidents and more excercise to walk and bike to where you need to be. Be the one to make the clear the air day, and be a role model, show others why you decided to limit car usage.",4.0,3.830491304397583,0.4065656738415728,3.070252020030791,0.7257739362933942,-0.7506340047381828,-0.48283418341019263
6992,validation,"Do you ever wish you could just look at someone and be able to tell how they are feeling? At the Beckman Istitute for advanced Science at the University of Illinois, Prof. Thomas Huang and his colleague are created just that. they call it ""Facial Action Coding System"". This system could be put into computers to keep track of your emotions. Maybe even by tracking your emotions, you could be happier.

The process works by using a 3-D computer of your face; all 44 major muscles. Than is the Facial Action Coding System associates the six basic emotions happiness, surprise, anger, disgust, fear, and saddnesswith each movement of the facial muscles.

Most human communication is nonverbal, even through we may not relize it, we always show our emotions. The facial expression for each emotion are unviersal. Using the Facial Action Coding System, it can track humans emotion or even a painting such as the Mona Lisa.

As humans we are always feeling something, weather its anger, saddness, or happiness. I think it would be of great value to have this technology at school, and put into our computers. Not all kids can learn the same way, which means kids can not be teached in the same way. If the student is working on the computer and they do not understand the lesson. The computer could change the lesson to teach it a differnt way.

All in all, I think this kind of technology could be very useful, not only in school but for psychologist and other who study the human body. Our emotions say alot about us amd if that is how most of us communicate; we should know more about them.",3.0,2.837071180343628,0.4244769323891428,0.014436920370045311,0.19302315419297186,0.8338703493296628,-0.9942411251154739
20044,validation,"When growing up, you most likely imagined the future having flying cars. For example, Meet the Robinsons, a movie in which the whole plot of the story is based on time traveling cars! But, to me, having a car that can drive itself is way better. I'll prove it to you.

My first example is, you wouldn't have to necessarily get your license! The car drives it for you! I mean, yeah, you might want to know a little about how to drive them if something goes wrong, but none of us would have to go through the 6-9 months of ""Drivers ED"" that costs a million dollars. You should be able to take a class in high school or grab a book that tells you all about the vehicle, giving you all the information and knowledge you need. Wouldn't that be awesome?

Next, less accidents would occur. No, maybe not all because of some freak accident may happen sometime along the way, but less is better than what the rates are now. I mean, most deaths you hear about have something to do with car accidents. Just think about it, all those poeple that have lost a loved one in a car accident most likely would be on board with this. I'm sure they would never want someone else to go through what they went through. Also, old people wouldn't have to get their license revoked becuase they're too old! Everyone can drive!

In all honesty, it would just be easier. No worrying about drunk driving, no having to take someone to the doctor with you because you can't drive yourself home with all that medicine in you that makes you wacky, and no more backseat drivers! Oh my goodness they are so annoying! Now, when you think the driving is bad you can yell at the car, (which it shouldn't be but you get what im saying).

In conclusion, I hope I have at least altered your opinion in some way, shape, or form to agree with me. I also hope sometime in the future we can all enjoy a driverless car, along with safe roads and better lives.",3.0,3.047899007797241,0.6670065676598836,0.06435905145186262,4.112718716917931,0.6815323197771367,0.3247626120327412
20351,validation,"The driverless car will be a great change to the world. Now when thinking about this topic people should really consider driverless cars. This is due to the amount of good the driverless car will due is exponential. The fact of the matter is there is to much human error behind the wheel. The driverless car will stop the amount of human error by limiting the amount of accidents that will accur.

The driverless car would limit the amount of accidents that would happen. This would be due to the sensors that would be placed on them. The sensors that would be put on the car would allow it to stop on its own along with power of the engine. As the article states ""The infomation from teh sensors can cause the car to apply brakes on individual wheels and reduce pwer from the engin, allowing far better response and control than a human driver could manage alone."" This clearly showing that the self driving car would prevent many more accidents. While many people would say that it would be dangorous for people not to be paying attention to the rode. But as the article states ""but special touch sensors make sure the driver keeps hold of the wheel."" This clearly showing that the driverless car will keep you paying attention as they are on the rode.

When thinking about wether or not that driverless car is an improvement to the world, there is no way you could say no. There is no reason why driverless cars shouldn't be developed. The amount of good it would do outways the bad. This is due to the fact that it would prevent so many more accidents. Know go and ask youself, Is not having self driving cars worth it?",3.0,3.1750059127807617,1.231742481246045,-1.1088110289708069,-0.45486040989378934,-0.8637989719669155,-0.9942411251154739
22459,validation,"The electoral college, a mistake?  Many Americans are unsatisfied with the electoral college and the system it follows.  The electoral college has disapointed millions of Americans of any social class.  According to

The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong , by Bradford Plummer, "" Under the electoral college system, voters vote not for the president, but for a slate of the electors, who in turn elect the president.""  America should abolish the electoral college as it has upset 60 percent of americans and elected unwanted Presidents.

""This year voters can expect another close election in which the polular vote winner could lose the presidency"", as said by Bradford Plummer.  Every year Americans fall stricken by dissapointment from the electoral college.  The system of the electoral college is a poor representation of american ideals as canidates do not even bother spending time in non-swing states. According to Bradford Plummer, in the 2000 campaign seventeen states did not even see the canidates at all and 25 percent of the largest media markets did not even see a single campaign ad.  As previously proven, the electoral college must be abolished due to the unfairness of its system.

The electoral college believers say that the electoral college stops disaster from happening, this is false.  As Americans vote they vote for a slate of electors, which definitly creates a loss of the opposing or minority votes. This is because of the winner-takes-all system that the electoral college runs off of. When the majority of the votes is accounted for, the minority votes are basically thrown away in a sense.  Also, the electoral college ruins the chance of a more correct voting experience for old and new voters, making Americans ashaimed and unwilling to vote because of the feeling of their vote meaning nothing or perhaps being crippled by the electoral college.

When the founding fathers of America created the electoral college it was an age without technology, making the electoral college a grand idea. Long ago, the electoral college served a patriotic and noble purpose as their was no technology and much less people.  In todays age of technology, the record keeping and election process could not get any better as long as the electoral college is abolished and never reincarnated.  The electoral college abolishes individual votes for the majority, crippling  the American voting experience and smuthering it in shame and dissapointment.  The electoral college is outdated in many ways and should be dismissed from America.

In conclusion, the electoral college is shaming Americans from every state.  This system should be permanantly abolished becuase of its lack of fairness and reliability. Every American vote should count just as much as its opposing vote instead of being dismissed.  Free the vote and let the electoral college be forever dismissed of its dutys.",4.0,4.486166000366211,-0.9614066977293524,0.23337507998732684,-0.06777743304534031,-0.772239349999661,-0.6589011919421991
